feed_pressure,feed_molarflow,feed_propane,feed_isobutane,feed_n_hexane,feed_isopentane,feed_n_heptane,rebolier_temp,reflux_ratio,top_pressure,top_molar_flow,top_propane,top_isobutane,top_n_hexane,top_isopentane,top_n_heptane,bottom_molar_flow,bottom_propane,bottom_isobutane,bottom_n_hexane,bottom_isopentane,bottom_n_heptane,cduty,rduty,dwsim_time,solved,data_set_number,data_set
178030.39135,1378.458175,0.05,0.1,0.531519145,0.228480855,0.09,370.9439335,2.48617486,190058.6768,954.879347411934,0.0721797041014215,0.144359407145484,0.453256584100654,0.329823020480404,0.000381284172036214,954.879347411934,2.94666607093489e-12,2.38951121242091e-09,0.707947470050823,2.38724112722109e-05,0.292028655145447,101991.727347839,-105508.395414518,0.37663459777832,True,1444,Testing
223285,2165.9625,0.05,0.1,0.394591,0.365409,0.09,352.097925,1.20512,210852.8,692.962893471199,0.15628262896076,0.312392300507124,0.00362237020571801,0.52769800697118,4.6933552191067e-06,692.962893471199,4.2251244267868e-08,8.14511707455284e-05,0.578519598322689,0.289061213245098,0.132337695010223,37705.3615249013,-43334.2091967319,0.575437545776367,True,2541,regularSobol_Training_3
211184.5,2352.2625,0.05,0.1,0.601177,0.158823,0.09,374.00425,2.7243,209485.6,1567.81219073054,0.0750173558362128,0.150034710016156,0.536185830704988,0.238279851227151,0.000482252215493252,1567.81219073054,4.60829681871298e-12,3.31945832890853e-09,0.731069163093725,1.95442310795803e-05,0.268911289351128,182468.944382991,-187148.759133557,0.251140594482422,True,1463,selectiveSobolSampling_Train_XX
200002.5,2145.6,0.05,0.1,0.468364,0.291636,0.09,367.61875,2.3581,228636.8,831.767448242909,0.128978355326833,0.257951674618657,0.00209880962852303,0.610968862841811,2.29758417578528e-06,831.767448242909,1.91137984780256e-09,3.1920600909181e-06,0.763549415432971,0.089471211107523,0.146976179488035,69174.5763707575,-79543.5317538799,1.20153474807739,True,931,selectiveSobolSampling_Train_XX
177818.59605,1644.4956125,0.05,0.1,0.352151665,0.407848335,0.09,361.4701045,1.8467658,200543.3576,823.132015435428,0.0998925790603441,0.199783133201637,0.00167772325148068,0.698644277794245,2.28669229366242e-06,823.132015435428,8.47390898943931e-10,2.03097353957154e-06,0.70338018676559,0.11642630055859,0.180191480854889,58889.63853001,-65322.4186310935,0.346026659011841,True,1506,selectiveSobolSampling_Vald_XX
212770.7085,2383.1891875,0.05,0.1,0.31232825731,0.44767174269,0.09,355.92731425,2.92546828,229752.8472,1037.35728447627,0.11486828902057,0.229728843170582,0.000755135803737675,0.654646453414761,1.27859034926096e-06,1037.35728447627,2.2322153593833e-09,5.96644549265975e-06,0.552486516685004,0.28813716531053,0.159370349326758,101045.253419003,-108286.950593702,0.498619556427002,True,1433,Testing
208546.7525,1280.4755975,0.05,0.1,0.513333382,0.246666618,0.09,351.399709125,1.85104564,206453.372,213.463169819511,0.299923808735819,0.591770391277288,0.000258339800240336,0.10804730253125,1.57655402453236e-07,213.463169819511,1.02431600904978e-06,0.00161795324762179,0.615977570597994,0.2743983648012,0.108005087037174,13118.0051729744,-18021.4644323876,0.323073625564575,True,803,Testing
210757,1344.62,0.05,0.1,0.3240967,0.4359033,0.09,370.73175,1.02747,248152,725.933604761598,0.0926131505838169,0.185222581250493,0.00687381268016618,0.715275437633184,1.50178523399309e-05,725.933604761598,2.82592475927068e-09,4.37040413836933e-06,0.696309109836866,0.108102940233138,0.195583576699933,36520.1267392849,-42035.9409092793,0.341527938842773,True,2183,regularSobol_Training_2
213811.5,2313.85,0.05,0.1,0.466489,0.293511,0.09,374.7435,1.49999999999999,181816.64,495.887965688594,0.151243812412752,0.302441625777058,0.00381054361831102,0.542499756774715,4.26141716394573e-06,495.887965688594,1.34842079537801e-08,2.27439300474949e-05,0.685292451204248,0.180239747201651,0.134445044179846,30575.8758768455,-36947.5051636534,30.3928890228271,False,36073,selectiveSobolSampling_Train_XX
213574,1961.925,0.05,0.1,0.371128,0.388872,0.09,373.937,2.01106,189484.8,1519.75597929352,0.0645473690088382,0.129094737396705,0.304067410141011,0.50200262000811,0.000287863445335676,1519.75597929352,2.60677586661865e-12,2.139521042749e-09,0.601618440624524,3.66719984898033e-05,0.398344885234859,132753.397649579,-134846.695291486,0.642828702926636,True,1065,regularSobol_Training_0
194785,2432.7125,0.05,0.1,0.456307,0.303693,0.09,359.0605,2.90394,207621.6,850.6302349202,0.142994707540231,0.285980499130054,0.00113582048480896,0.569887841859827,1.13098507860249e-06,850.6302349202,2.10653255352375e-09,4.79800739425469e-06,0.701036604715203,0.160569354748626,0.138389240422244,82344.5133594171,-92193.4383307805,0.548478126525879,True,1368,regularSobol_Training_0
213273.4545,2007.5821125,0.05,0.1,0.435516781,0.324483219,0.09,358.889665,2.9864906,212538.9712,723.999070292565,0.138645347719812,0.277281791462888,0.00106292150948205,0.583008795403641,1.14390417697254e-06,723.999070292565,2.16228082788385e-09,5.0265714019717e-06,0.680568468357302,0.178663064940316,0.140763437968698,71568.133980069,-78399.3113061512,0.50128698348999,True,89,Testing
203923,2261.9,0.05,0.1,0.376624,0.383376,0.09,368.6785,1.63684,187906.8,1365.38050583119,0.0828303901392018,0.165660771511395,0.116459843989825,0.634940235468156,0.000108758891421695,1365.38050583119,1.5104869573787e-11,1.33821808968918e-08,0.772848587689145,0.000248912070919806,0.22690248684265,97298.6567874218,-102998.71021606,0.31439208984375,True,843,regularSobol_Training_0
197181.6395,2496.3274375,0.05,0.1,0.521312851,0.238687149,0.09,359.06523825,2.52314594,235138.8232,506.743780090583,0.24631031499494,0.492156361210866,0.000817228273058314,0.260715411141207,6.84379928352911e-07,506.743780090583,7.62868961119607e-08,0.00011840109034978,0.653882254854415,0.233076585812727,0.112922681955613,40671.1988547564,-53777.619890286,0.393192291259766,True,914,Testing
217562.913,1890.7363125,0.05,0.1,0.427504786,0.332495214,0.09,373.020488,1.79221694,244829.2032,856.665054275507,0.110354465227154,0.220706251461233,0.00361677286981917,0.665317623790872,4.8866509218472e-06,856.665054275507,1.62622821442875e-09,2.22263504649111e-06,0.778670186727219,0.0567721190199196,0.164555469991587,59230.2451983245,-67918.5721049888,0.556076049804688,True,1601,Testing
175000.496975,2375.9375,0.05,0.1,0.452608,0.307392,0.09,350.14956,2.6341,201832,560.100326604599,0.212099203779019,0.424026420068091,0.000696938171417313,0.363176817358916,6.20622555854453e-07,560.100326604599,2.29595453587897e-08,5.30959671361192e-05,0.592001298603489,0.290185008712405,0.117760573757425,48386.9072341818,-58905.8882173541,0.336593627929688,True,1234,selectiveSobolSampling_Train_XX
206768.058,2286.3936375,0.05,0.1,0.589365829,0.170634171,0.09,357.82010175,2.67819602,205588.0808,425.422641019644,0.268720023630769,0.537070139596943,0.000651316048857114,0.193558128713085,3.92010346335158e-07,425.422641019644,5.35887647570244e-08,8.46689981615489e-05,0.723947444393226,0.165393696725351,0.110574136294496,35074.8014400682,-45251.4779700708,0.722864627838135,True,531,Testing
214443.5,1808.8875,0.05,0.1,0.585424,0.174576,0.09,364.37525,1.186992,195876.8,543.179012566702,0.166509315640664,0.332998648419569,0.0226876909548077,0.477784621603358,1.97233816008381e-05,543.179012566702,7.38491276671985e-09,8.59041834678679e-06,0.826922382698257,0.0444539684900367,0.128615051008447,29781.2754385031,-36982.0766611027,2.72852468490601,True,601,regularSobol_Training_0
189492.2535,1499.2938875,0.05,0.1,0.483011284,0.276988716,0.09,368.5780895,1.9995162,245326.0472,531.320565692681,0.141091262103611,0.282168399500775,0.00306359672678283,0.573673213217674,3.52845115707697e-06,531.320565692681,5.35119607577487e-09,7.76375389730734e-06,0.746454574181566,0.114138592610627,0.139399064102714,39129.4108663349,-47755.8311906408,0.281251430511475,True,910,Testing
200892,1473.65,0.05,0.1,0.360394,0.399606,0.09,366.79575,2.80406,251904.8,677.333545026231,0.108783182406156,0.217562146239453,0.00114360294871699,0.672509225119852,1.84328582250975e-06,677.333545026231,1.78522424761384e-09,3.59181842593021e-06,0.665966418436136,0.167479051266273,0.16655093669394,63546.8120386393,-70351.8414503221,0.466220378875732,True,707,regularSobol_Training_0
187949,1784.5875,0.05,0.1,0.45847,0.30153,0.09,356.118,1.099156,218316,503.216819065062,0.177317765575567,0.354341473321481,0.00518827572603293,0.463146642186441,5.84319047805099e-06,503.216819065062,7.26123518208353e-08,0.000115626909950024,0.636481711071024,0.238060300092635,0.125342289314039,25737.134299184,-33821.3656530144,0.36017370223999,True,1276,selectiveSobolSampling_Train_XX
193028.6945,1447.4646375,0.05,0.1,0.538406617,0.221593383,0.09,366.14323875,1.57582914,229180.9536,432.042880008387,0.167513970862194,0.334987464615205,0.00539638608539599,0.492096993652992,5.18478421328003e-06,432.042880008387,1.32576013131387e-08,1.72487646735797e-05,0.765192456026286,0.106499178905056,0.128291103046383,27180.511199791,-35131.0333632526,0.220239400863647,True,198,Testing
218682.379,2338.8117125,0.05,0.1,0.447289702,0.312710298,0.09,363.6716705,2.38812308,225200.2752,880.575668212223,0.132800150755628,0.265591467448226,0.00180124036036926,0.599805098314502,2.04312127453072e-06,880.575668212223,2.83539758502942e-09,5.34023990409819e-06,0.716303968466545,0.139344198171716,0.144346490286437,73866.6649756666,-82757.546534005,0.632623195648193,True,1889,Testing
195966,1497.1,0.05,0.1,0.573517,0.186483,0.09,369.23525,2.26122,255968,365.357161942678,0.20488163176342,0.409671862361793,0.00257395446064917,0.382870213884371,2.33752976726677e-06,365.357161942678,2.51689086950076e-08,2.9557103079578e-05,0.757832839018016,0.123083901994849,0.119053676715146,28073.6788643135,-37738.3923375229,0.319766998291016,True,616,selectiveSobolSampling_Train_XX
198181.5805,2330.8187125,0.05,0.1,0.452032114,0.307967886,0.09,359.9286655,2.09782276,209334.864,841.976202236074,0.138413568178386,0.276814796315423,0.00198733662688248,0.582782219397852,2.07948145668508e-06,841.976202236074,3.46055307087287e-09,6.98551090260043e-06,0.706543245887029,0.152553779296838,0.140895985844678,64801.5644974155,-74066.2394332387,0.726659536361694,True,818,Testing
187932,1384.35,0.05,0.1,0.526792,0.233208,0.09,370.54825,2.7745,246727.2,451.157828390522,0.15342191263962,0.306834195264888,0.00203760142826882,0.53770424491162,2.04575560175948e-06,451.157828390522,3.28548466677897e-09,4.66226407812783e-06,0.780487928985,0.0859973087974986,0.133510096667939,41538.977709592,-50179.2155719837,0.359627962112427,True,764,regularSobol_Training_0
175064.07806,1663.6985625,0.05,0.1,0.591590341,0.168409659,0.09,363.14083075,1.10309154,220011.5664,373.117295767245,0.222945404221496,0.445453437951405,0.00855876995688121,0.323035529621761,6.85824845688276e-06,373.117295767245,1.09871531189705e-07,0.000126667026372615,0.760149399419669,0.123706091553911,0.116017732128516,18534.1825561568,-28894.0077419311,0.608810901641846,True,1746,selectiveSobolSampling_Vald_XX
207072,1261.004375,0.05,0.1,0.607141,0.152859,0.09,373.5165,2.13578,250876,338.570332562814,0.18622485373663,0.372426541185958,0.00507780396156423,0.436266432917254,4.36819859469178e-06,338.570332562814,8.76911231284822e-09,8.52049587266222e-06,0.828122367912215,0.0488370923088592,0.123032010513941,25457.9651276882,-33416.4263221623,0.369150161743164,True,68303,selectiveSobolSampling_Train_XX
177331.35,1378.3875,0.05,0.1,0.492151,0.267849,0.09,365.5245,1.83252,186919.52,567.62383663372,0.121417337123213,0.242834014488667,0.00405040515666674,0.631694958790319,3.28444113482191e-06,567.62383663372,3.30888311113791e-10,4.62564852256316e-07,0.8338751605992,0.0131167661764769,0.153007610328583,40540.0822086572,-46977.1257373899,4.07930016517639,True,1794,regularSobol_Vald_0
215095,1464.9,0.05,0.1,0.3200398,0.4399602,0.09,372.60075,1.86992,191790.4,1075.13432362625,0.0681263711786304,0.13625274100248,0.196007465150268,0.599430753886609,0.000182668782012344,1075.13432362625,4.49554011100195e-12,3.74603436459046e-09,0.662172082342325,7.47085777718343e-05,0.337753205329373,85920.5561689217,-88048.6012035289,1.3668520450592,True,1849,regularSobol_Training_1
196407.408,2314.1630875,0.05,0.1,0.37200376,0.38799624,0.09,357.09787225,1.66598684,232608.0856,851.595639945096,0.135872157585008,0.271703615008491,0.00222088979056019,0.590200040949436,3.29666650473092e-06,851.595639945096,1.18870923155666e-08,2.37218813441111e-05,0.587313816656324,0.270260900302169,0.14240154927307,56036.2166953469,-65435.0842239449,0.390583038330078,True,682,Testing
203402,2083.3125,0.05,0.1,0.381589,0.378411,0.09,364.092,1.118642,227251.2,941.495774895095,0.110638435307443,0.221266728840542,0.00646327297404076,0.661621244073781,1.03188041934398e-05,941.495774895095,4.91938717590573e-09,8.37233468479055e-06,0.690902464485242,0.144887315909652,0.164201842351034,49787.8965380476,-58025.9664135284,0.25915002822876,True,1195,regularSobol_Training_0
194839.6995,1817.2587875,0.05,0.1,0.510458809,0.249541191,0.09,357.79616975,1.91910958,189806.4536,572.294970536548,0.158769408115966,0.317519844927534,0.00251768227936251,0.52119100485348,2.05982365770553e-06,572.294970536548,4.52637091940466e-09,8.72993438014266e-06,0.743953267385068,0.124667021889831,0.13137097626435,41420.704361938,-48389.7891072125,0.655067443847656,True,538,Testing
213097,1711.6875,0.05,0.1,0.344479,0.415521,0.09,374.25275,2.76254,203462.4,1225.93549594757,0.0698114829703591,0.139622964748123,0.210283457615755,0.580141452145848,0.000140642519915313,1225.93549594757,3.90650444553914e-12,3.0176718177623e-09,0.683160214764528,5.37369503778443e-05,0.316786045263516,128780.671474333,-132180.847451926,0.367017030715942,True,521,selectiveSobolSampling_Train_XX
209000.189,1892.931975,0.05,0.1,0.552816754,0.207183246,0.09,370.3742855,2.59387888,245791.8032,565.306820500337,0.167425172074865,0.334834144980088,0.00250248913261722,0.495235837771345,2.3560410839675e-06,565.306820500337,5.31221937184288e-09,6.90828004138393e-06,0.787142238338539,0.084529578103425,0.128321269965776,49238.4975567217,-59858.3070774322,1.27514743804932,True,1091,Testing
224625,2453.7625,0.05,0.1,0.365452,0.394548,0.09,359.11275,2.4383,183206.08,1213.26031982856,0.10112267128046,0.202244194769011,0.00101846894930015,0.695613485118502,1.17988272735372e-06,1213.26031982856,4.0334508986912e-10,1.12339268992049e-06,0.72188244365929,0.100094017892744,0.178022414651931,105450.09976,-109979.953282504,1.37665367126465,True,72829,selectiveSobolSampling_Train_XX
197728.5,1997.175,0.05,0.1,0.31074652,0.44925348,0.09,364.47025,2.49116,258722.4,964.942342837202,0.103486750435062,0.206967884730517,0.00113765800393259,0.688405468671436,2.23815905201256e-06,964.942342837202,2.50193856309248e-09,5.25503241645287e-06,0.600172260005945,0.225691593402571,0.174130889057129,82939.0264343148,-91878.0467011778,0.28590989112854,True,1120,selectiveSobolSampling_Train_XX
192634,2058.675,0.05,0.1,0.605449,0.154551,0.09,350.349975,2.54662,256890.4,143.96535153545,0.695629906532847,0.303097144783373,2.48127868942883e-06,0.0012704665368649,8.68225664188809e-10,143.96535153545,0.00145564940859898,0.0847293024986677,0.650971996645223,0.166076029866151,0.0967670215813591,9750.82046661583,-19809.6716118351,0.494333982467651,True,56420,selectiveSobolSampling_Train_XX
180009,1350.13125,0.05,0.1,0.570382,0.189618,0.09,374.43125,2.8942,184270.96,1080.78077202752,0.0624609210738209,0.124921841931653,0.575341542164712,0.236872472373931,0.000403222455883046,1080.78077202752,1.06146671705758e-12,8.68786290869719e-10,0.550481616492127,7.32799195612e-06,0.449511054646069,132516.327271442,-134728.175651089,1.58254384994507,True,73930,selectiveSobolSampling_Train_XX
191290,1576.025,0.05,0.1,0.512719,0.247281,0.09,365.93925,1.27838,207881.6,572.789406807235,0.137574552502507,0.275140427285651,0.00948981802234051,0.577785737089865,9.46509963605661e-06,572.789406807235,3.66844843289743e-09,4.96181195791951e-06,0.800033711109627,0.0585819410858181,0.141379382324149,32646.9270211908,-40229.8621740835,0.375216722488403,True,2548,regularSobol_Training_3
216652,2463.1125,0.05,0.1,0.358807,0.401193,0.09,350.0571475,1.15392,212604.8,805.553992638942,0.152883040462021,0.305559604301903,0.00321063349004109,0.538342041395608,4.68035042642483e-06,805.553992638942,4.90776267879739e-08,0.000100443371795089,0.53162266324078,0.334540174538817,0.133736669770982,42844.3704824027,-49294.2860979043,0.608295202255249,True,12193,selectiveSobolSampling_Train_XX
190145.5,2413.175,0.05,0.1,0.59593,0.16407,0.09,372.465,1.0165424,188367.2,1812.85572238596,0.0665572822520116,0.133114563199153,0.580133634362641,0.218392675101358,0.00180184508483643,1812.85572238596,4.96927261118023e-12,3.9504102368898e-09,0.643632169339626,2.53389586051263e-05,0.35634248774639,115691.213140431,-119474.182247846,0.384535312652588,True,59724,selectiveSobolSampling_Train_XX
193622,1967.8125,0.05,0.1,0.342421,0.417579,0.09,362.1765,1.44378,208311.2,994.824362924266,0.0989025070786555,0.197801944312057,0.0027638237964562,0.700527507685452,4.21712737948239e-06,994.824362924266,1.44283758588528e-09,3.1416257410903e-06,0.689700911289447,0.128280438000532,0.182015507641443,60979.3417733689,-67888.9051837238,0.37768292427063,True,1412,selectiveSobolSampling_Train_XX
224003.5,1979.4,0.05,0.1,0.411466,0.348534,0.09,374.4615,1.161874,225897.6,1029.80480022778,0.0961055918202946,0.192211014604193,0.0440431929599139,0.667581079826615,5.91207889839474e-05,1029.80480022778,2.26126564683252e-10,1.83766672184046e-07,0.809923964502989,0.00253792253149897,0.187537928972713,57084.7622081168,-64447.7610027594,0.649123668670654,True,797,regularSobol_Training_0
199827.5,2465.275,0.05,0.1,0.561799,0.198201,0.09,357.11625,2.00894,236292.8,348.811450348325,0.35332790522695,0.634469339282167,2.41804949370198e-05,0.0121785641308112,1.08651348466586e-08,348.811450348325,8.94460443481621e-06,0.011914842364091,0.654384336323406,0.228859102126795,0.104832774581274,21173.0087700136,-34223.2759930839,0.552620887756348,True,144,regularSobol_Training_0
212921.898,1742.1410625,0.05,0.1,0.3257288122,0.4342711878,0.09,366.552609,1.4216986,194574.2784,991.71040113086,0.0878351712048286,0.175669839179206,0.00270441221905774,0.733786570413303,4.00698360467809e-06,991.71040113086,3.41219668259062e-10,6.65712399822017e-07,0.752612565451356,0.038455111076302,0.208931657418722,60537.3379068423,-65078.1517500154,1.77674031257629,True,217,Testing
222078.5,1766.3,0.05,0.1,0.521278,0.238722,0.09,359.86825,2.36726,240360.8,357.014712674446,0.247370299977969,0.49408346144554,0.000933115719137643,0.257612320246166,8.02611187639446e-07,357.014712674446,1.1596599730384e-07,0.000166705050381016,0.653097143379899,0.233936508860863,0.11279952674286,27317.8168963512,-35327.5425407998,0.411368131637573,True,205,selectiveSobolSampling_Train_XX
188860,1499.2625,0.05,0.1,0.494167,0.265833,0.09,357.3225,1.90647999999998,214347.2,399.422940120503,0.187678502927074,0.37524494422562,0.00197879531864264,0.435095934068791,1.82345987248636e-06,399.422940120503,2.32428921363646e-08,4.07433171903157e-05,0.672912397945133,0.204362671739955,0.12268416375483,28042.5580586519,-35040.8646233301,0.207616567611694,True,412,regularSobol_Training_0
181977.416,1900.5110125,0.05,0.1,0.598863928,0.161136072,0.09,364.95903775,2.50237442,197388.0032,539.136707579891,0.176255014323966,0.352503446982885,0.0025818007552827,0.468658007984004,1.72995386259705e-06,539.136707579891,1.84220480947047e-09,2.61018080919359e-06,0.835005877873453,0.039350047777411,0.125641462326122,46235.843777166,-56580.9462293314,8.60855841636658,True,632,Testing
175656.55,2272.85,0.05,0.1,0.424369,0.335631,0.09,359.4025,1.8374,220896,823.011271196066,0.138081330154754,0.276141287844174,0.00223236321066948,0.583542337248685,2.68154171808836e-06,823.011271196066,6.16681868574136e-09,1.21445656661887e-05,0.663997865721521,0.194902365318488,0.141087618227506,57813.0218361412,-68980.8955615638,0.337597370147705,True,530,regularSobol_Training_0
192641.5,1877.05,0.05,0.1,0.56332,0.19668,0.09,368.69275,2.0778,218746.4,596.600349058252,0.157312171827108,0.314617203774807,0.00398035841656677,0.524086950344879,3.31563663942082e-06,596.600349058252,2.63722649141447e-09,3.33196093688471e-06,0.823933312804109,0.0441311663022518,0.131932186295476,45181.6601357635,-55561.8848085766,4.30757164955139,True,1124,regularSobol_Training_0
213064,2039.75,0.05,0.1,0.521527,0.238473,0.09,369.60675,2.90662,237755.2,686.78115204316,0.148500721904701,0.296994617921332,0.00187072275371652,0.552632107047364,1.83037288632878e-06,686.78115204316,2.31420588200768e-09,3.46952065932053e-06,0.78530996683816,0.0790025481942073,0.135684013132767,65767.0083980395,-76028.0071247351,1.44887852668762,True,1161,selectiveSobolSampling_Train_XX
193055.5,2275.75,0.05,0.1,0.541801,0.218199,0.09,373.601,1.85364,195782.4,1685.11418353085,0.0675250977708155,0.135050194583231,0.502111272013218,0.294669846156402,0.000643589476334613,1685.11418353085,3.54066249281824e-12,2.74144657692743e-09,0.65503782327772,2.37659698275624e-05,0.344938408007465,148616.964305369,-152931.557421739,0.727800130844116,True,1348,selectiveSobolSampling_Train_XX
195220.5,1621.5625,0.05,0.1,0.3232678,0.4367322,0.09,372.0075,2.40366,241170.4,897.867555716946,0.0903007621032214,0.180600580741743,0.00122730313074238,0.727869206035522,2.14798877159838e-06,897.867555716946,6.23195269250612e-10,1.17177597688539e-06,0.722814205636873,0.075526868868623,0.201657753095332,75691.2875606296,-83048.3191899039,0.87891674041748,True,792,selectiveSobolSampling_Train_XX
182878,2321.775,0.05,0.1,0.453634,0.306366,0.09,363.35625,2.85266,191152,986.963767098313,0.117622098555307,0.235243056296418,0.00115137323020696,0.645982401961476,1.06995659210986e-06,986.963767098313,3.86455301842157e-10,8.44294638167518e-07,0.788201125939183,0.0552525277829436,0.15654550159678,95600.9380161449,-105396.228205977,3.38969016075134,True,974,selectiveSobolSampling_Train_XX
208138.5,2450.6125,0.05,0.1,0.549556,0.210444,0.09,354.98375,2.66978,251548,294.367985751492,0.415997963730491,0.579625554117461,7.20100324906806e-06,0.00436927795251977,3.1962797408133e-09,294.367985751492,3.43849407816325e-05,0.0345220788516619,0.624579760971378,0.23857708066064,0.102286694575539,21477.0938922111,-33521.2546538763,3.86579918861389,True,2623,regularSobol_Training_3
216573.253,1602.420975,0.05,0.1,0.532544092,0.227455908,0.09,359.1756035,1.84524584,253187.7728,241.765205760837,0.331368890607459,0.626841240951683,0.000103780018031396,0.0416860251076545,6.33151721357261e-08,241.765205760837,5.57137941768387e-06,0.00638934262322592,0.627149608319285,0.260464031712839,0.105991445965232,14075.396503583,-22301.0078273213,0.783006429672241,True,1681,Testing
